|text|span|label|ordinal
292|Бульон для удона был из соевого соуса и воды.|соевый соус|neutral|0.0
293|Бульон для удона был из соевого соуса и воды.|вода|neutral|0.0
298|Официантка предложила бокалы вина, которые отлично сочетались с едой.|еда|neutral|0.0
320|Я не самый опытный человек, когда дело касается тайской кухни, но мой друг, который привел меня туда, таков.|тайская кухня|neutral|0.0
336|Я недавно ходил в этот ресторан с коллегами на обед и прекрасно провел время.|обед|neutral|0.0
339|Обслуживание было безупречным и ненавязчивым — персонал знает, что они здесь делают: знают свое меню, подают вашу еду и заботятся о ваших потребностях.|меню|neutral|0.0
340|Обслуживание было безупречным и ненавязчивым — персонал знает, что они здесь делают: знают свое меню, подают вашу еду и заботятся о ваших потребностях.|еда|neutral|0.0
344|Возьмите еду с собой, найдите скамейку и расслабьтесь с тарелкой пельменей.|еда|neutral|0.0
347|Мы все еще сидели у бара, потягивая сангрию, но когда отвернулись, $2 исчезли, и люди рядом сказали, что бармен забрал их.|сангрия|neutral|0.0
348|Мы все еще сидели у бара, потягивая сангрию, но когда отвернулись, $2 исчезли, и люди рядом сказали, что бармен забрал их.|бар|neutral|0.0
349|Мы все еще сидели у бара, потягивая сангрию, но когда отвернулись, $2 исчезли, и люди рядом сказали, что бармен забрал их.|бар|neutral|1.0
369|Это хороший ресторан, если вы ищете место для проведения интимного делового ужина.|деловой ужин|neutral|0.0
373|Но ничего выдающегося в готовке нет.|готовка|neutral|0.0
379|Я был здесь 3 раза на обед, и это одно из моих любимых мест в городе.|обед|neutral|0.0
382|Я заказал их яйца Бенедикт на бранч, которые были худшими в моей жизни. Я попытался полностью убрать голландский соус, вот насколько они были неудачными.|бранч|neutral|0.0
388|Меню выглядело хорошо, за исключением чилийского морского окуня, но официант не предложил специальные блюда, которые были написаны на доске снаружи.|специальные блюда|neutral|0.0
391|В целом, солидный ресторан, и менее $40 с человека (включая вино) — хорошая сделка.|вино|neutral|0.0
398|Дополнительные $2 за превращение обычного ролла в inside-out ролл, но ролл увеличивается более чем втрое, и не только за счет риса.|рис|neutral|0.0
399|Когда он наконец подошел, он не смог сделать джин с тоником — не нашел тоник.|джин с тоником|neutral|0.0
400|Когда он наконец подошел, он не смог сделать джин с тоником — не нашел тоник.|тоник|neutral|1.0
```403|Обслуживание нормальное, некоторые люди не получили то, что заказывали.|обслуживание|neutral|0.0
405|Рекомендую бронировать столик, хотя мы видели, как людей сажали и без брони.|бронирование|neutral|0.0
406|Единственное, что мне moderately понравилось — это их фирменное блюдо: жареная курица с пюре из эдамаме.|жареная курица с пюре из эдамаме|neutral|0.0
412|Я пошёл в Del Frisco's в пятницу вечером с парнем на бронь к 20:00.|бронь|neutral|0.0
413|Сделайте одолжение — поужинайте здесь и посмотрите, согласитесь ли вы со мной.|ужин|neutral|0.0
416|Очень популярный стиль изакая (саке и небольшие порции блюд, сочетающихся с саке).|порция|neutral|0.0
425|Они вкусные, но советую съесть только одну с мясом, так как они плохо сочетаются с пищеварением среднего американца.|мясо|neutral|0.0
435|Вместо того чтобы тратить здесь время: ПОДДЕРЖИВАЙТЕ РЕСТОРАНЫ, КОТОРЫЕ ЗАБОТЯТСЯ О ЕДЕ.|еда|neutral|0.0
439|Мужчина, который встречал гостей, пообещал сохранить столик для нашей компании из 7 человек, но затем посадил за него компанию из 2 (хотя вокруг было много свободных мест).|столик|neutral|0.0
445|Пока мы сидели и ели посредственную еду, менеджер начал отчитывать пару своих сотрудников за то, что те поставили не те контейнеры для соусов, объясняя, какие они дорогие.|контейнеры|neutral|1.0
452|Интерьер приятный и минималистичный, еда простая, но очень хорошо поданная и приготовленная, а винная карта отлично сочетается с блюдами.|еда|neutral|1.0
455|Я заказал блюдо с лососем, и хотя оно было нормальным, за такую цену я ожидал больше вкуса.|цена|neutral|0.0
457|Мы заказали melt с тунцом — он пришёл без сыра, так что получился просто бутерброд с тунцом.|сыр|neutral|0.0
473|Счёт выходит примерно $25 на двоих за обед без напитков.|счёт|neutral|0.0
474|Счёт выходит примерно $25 на двоих за обед без напитков.|обед|neutral|0.0
475|Счёт выходит примерно $25 на двоих за обед без напитков.|напитки|neutral|0.0
478|Еда отличная, обслуживание нормальное.|обслуживание|neutral|0.0
490|Также обратите внимание на фоновую музыку — довольно странный выбор.|музыка|neutral|0.0
497|Был там и пробовал разные блюда из морепродуктов и закуски.|блюда из морепродуктов|neutral|0.0
498|Был там и пробовал разные блюда из морепродуктов и закуски.|закуски|neutral|0.0
499|Отличное место для неформального свидания или бизнес-ланча с клиентами.|ланч|neutral|0.0
500|Всё, что мы получили при уходе на шоу без ужина, — это извинения.|ужин|neutral|0.0
501|Соседний столик спросил, сам ли он давил виноград, когда их давно заказанная бутылка вина наконец пришла.|бутылка вина|neutral|0.0
502|Соседний столик спросил, сам ли он давил виноград, когда их давно заказанная бутылка вина наконец пришла.|виноград|neutral|0.0
506|Обычно 3 против 4 позиций в блюде.|блюдо|neutral|0.0
509|Хотя некоторые базовые блюда отличные (бургер, некоторые пасты), еда — не главное здесь.|еда|neutral|0.0
511|Дим сам был так себе, ничего особенного.|дим сам|neutral|0.0
512|Еда была так себе.|еда|neutral|0.0
517|Устроил здесь сюрприз-ужин на 30-летие моей невесты — лучше и не придумаешь.|ужин|neutral|0.0
530|По какой-то причине все морепродукты в меню были недоступны, кроме лосося.|лосось|neutral|0.0
557|Музыка иногда становится слишком громкой, но это только заставило меня придвинуться ближе к моей прекрасной жене, и я почувствовал аромат кориандра.|кориандр|neutral|0.0
560|Проходил мимо этого ресторана какое-то время и наконец решил зайти на ужин.|ужин|neutral|0.0
562|Я заказал chu chu карри, а мой друг — куриный pad thai.|chu chu карри|neutral|0.0
563|Я заказал chu chu карри, а мой друг — куриный pad thai.|куриный pad thai|neutral|0.0
564|Мы ходим по понедельникам на фиксированное меню, и качество еды сравнимо с Blue Ribbon.|еда|neutral|0.0
565|Мы ходим по понедельникам на фиксированное меню, и качество еды сравнимо с Blue Ribbon.|фиксированное меню|neutral|0.0
578|Также хорошо подходит для деловых обедов с клиентами.|деловые обеды|neutral|0.0
601|Был в Spice три раза — дважды на ланче и один раз на ужине.|ланч|neutral|0.0
64|Еда была вкусной, но не приходите сюда на голодный желудок.|еда|conflict|0.0
101|Обслуживание меняется изо дня в день - иногда они очень милы, а иногда нет.|обслуживание|conflict|0.0
133|"Несмотря на то, что ролл ""Паук"" с крабами в мягких панцирях, свисающими с него, может показаться сложным в употребления, он стоит цену, которю вы за него платите."|"Ролл ""Паук"""|conflict|0.0
142|Оазис изысканности: Блюда, хотя и несколько неоднородные, часто достигают вершин новой американской изысканной кухни - страсть шеф-повара (и точное исполнение на кухне) наиболее ярко проявляются в рыбных блюдах и супах.|Продовольствие|conflict|0.0
172|Еда обычно очень вкусная, хотя иногда я задумываюсь о свежести сырых овощей в гарнирах.|Еда|conflict|0.0
216|В ресторане было многолюдно, но атмосфера была отличная, как в бистро.|атмосфера|conflict|0.0
314|Ладно, официанты немного растеряны, но их более чем достаточно для количества посетителей — это нормально, просто нужно немного постараться, чтобы привлечь их внимание.|официанты|conflict|1.0
361|Еда была довольно хорошей, но немного безвкусной, и порции очень маленькие, включая десерт.|еда|conflict|0.0
453|Я заказал блюдо с лососем, и хотя оно было нормальным, за такую цену я ожидал больше вкуса.|блюдо с лососем|conflict|0.0
465|Мы с женой всегда наслаждаемся молодым, не всегда хорошо обученным, но дружелюбным персоналом, у каждого из которых есть своя история.|персонал|conflict|0.0
471|Хотя меню не особенно инновационное, все, что я пробовал, было хорошо приготовлено и вкусно.|меню|conflict|0.0
492|Остальные блюда дим сама, хоть и дорогие по меркам Чайнатауна, того стоят.|дим сам|conflict|0.0
523|Была небольшая очередь, но короче, чем я ожидал.|очередь|conflict|0.0
524|Лобстер-сэндвич стоит $24, и хотя он был хорош, он не оправдывает такую цену.|лобстер-сэндвич|conflict|0.0
531|Небольшое место, но уютное и милое.|место|conflict|0.0
556|Музыка иногда становится слишком громкой, но это только заставило меня придвинуться ближе к моей прекрасной жене, и я почувствовал аромат кориандра.|музыка|conflict|0.0
593|Итальянская еда здесь вкусная (что удивительно для Верхнего Ист-Сайда), а обслуживание превращается из кошмара в внимательное — напоминает мне NY Yankees конца 90-х: как бы плохо ни выглядело, ты знал, что вот-вот начнется ралли...|обслуживание|conflict|0.0
608|Атмосфера шумная, и официанты буквально бегают, делая все возможное.|официанты|conflict|0.0
654|В первый раз суши были потрясающими, во второй — немного пресными.|суши|conflict|0.0
793|Мой муж сказал, что мог бы съесть еще несколько порций, мне хватило, и он даже воскликнул, что картошка фри была лучшей из тех, что он пробовал.|порция|conflict|0.0
828|Да, цены высокие, но я считаю, что оно того стоит.|цены|conflict|0.0
864|Обслуживание не совсем на пять звезд, но это не критично.|обслуживание|conflict|0.0
912|Однако любые претензии к счету компенсировались возможностью наливать ликеры самостоятельно, что было любезностью заведения...|счет|conflict|0.0
914|Обслуживание за столиком могло бы быть более внимательным, но, как человеку, работающему в сфере услуг, мне было понятно, что они заняты.|обслуживание за столиком|conflict|0.0
933|Вы можете получить отличную еду в большинстве индийских ресторанов на Лексингтон-авеню за стоимость одного из этих изысканных блюд.|стоимость|conflict|0.0
953|Сайт и рейтинги создают впечатление, что это место прекрасно, но на самом деле оно разочаровало.|место|conflict|0.0
1040|Треска на гриле была восхитительно сочной — как будто приготовлена на пару, — но потрясающая текстура была испорчена странно пресной приправой. Специи могли бы перебить вкус, но травяная смесь или соус значительно улучшили бы блюдо.|текстура|conflict|0.0
1323|Мы с женой бываем в Нью-Йорке годами и никогда не пропускаем Roxy. Еда дорогая, но это же Нью-Йорк!|еда|conflict|0.0
341|Рыба была нормальной, но неаккуратно нарезанной.|рыба|conflict|0.0
1391|Обслуживание неровное: иногда очень дружелюбное, а иногда его почти нет.|обслуживание|conflict|0.0
1474|Пхад тай, лад нар и другие блюда выглядят хорошо на бумаге, но я пробовал более вкусную тайскую еду в менее привлекательных местах.|пхад тай|conflict|0.0
1475|Пхад тай, лад нар и другие блюда выглядят хорошо на бумаге, но я пробовал более вкусную тайскую еду в менее привлекательных местах.|лад нар|conflict|0.0
1476|Пхад тай, лад нар и другие блюда выглядят хорошо на бумаге, но я пробовал более вкусную тайскую еду в менее привлекательных местах.|блюда|conflict|0.0
1611|Еда была очень дорогой (мы потратили $160 на обед на двоих), но невероятно вкусной.|еда|conflict|0.0
1651|Остальное меню ограничено, но все блюда вкусные.|меню|conflict|0.0
1663|Официанты очень заняты, обслуживание не выдающееся, но меня никогда не обслуживали грубо.|обслуживание|conflict|0.0
1696|Хотя место могло бы быть более привлекательным и просторным, в целом это не так уж важно.|место|conflict|0.0
1740|Есть несколько итальянских сотрудников, которые, возможно, не очень хорошо говорят по-английски, но для меня это добавляет колорита.|сотрудники|conflict|0.0
1759|Сэндвичи хоть и дорогие, но огромные — легко хватит на двоих, так что это выгодно!|сэндвичи|conflict|0.0
1781|Счет немного высокий, но оно того стоит.|счет|conflict|0.0
1809|Возможно, эта еда считается экстремальной для жителя Верхнего Ист-Сайда, но для тех, кто действительно пробовал этническую кухню, она просто пресная.|еда|conflict|0.0
1814|Это маленькое место определенно превзошло мои ожидания, и здесь действительно много еды за ваши деньги.|место|conflict|0.0
1876|Винная карта не очень большая, но хорошо подобрана.|винная карта|conflict|0.0
1895|Обслуживание было нормальным, но не таким гладким, как я ожидал от места с такими ценами и репутацией.|обслуживание|conflict|0.0
1917|Красные раздвижные двери могут быть уникальными, но они не защищают от холодного воздуха с улицы.|двери|conflict|0.0
1920|Еда дорогая, но каждый кусочек того стоит.|еда|conflict|0.0
1975|Возможно, я так говорю, потому что это место выглядело многообещающе для любителей вредной еврейской деликатесной еды, но оказалось плохо управляемым и ужасным.|еврейская деликатесная еда|conflict|0.0
2142|И даже с атмосферой паба они были прекрасны с моими детьми!|атмосфера паба|conflict|0.0
2164|Обычно есть очередь, но оно того стоит.|очередь|conflict|0.0
2187|Еда в лучшем случае нормальная, а атмосфера... ну, это дело вкуса: кто-то может считать ее милой, мне она показалась раздражающей.|атмосфера|conflict|0.0
2195|Еда, похоже, не готовится на месте, но из-за высокого спроса она довольно свежая.|еда|conflict|0.0
2211|Моя главная жалоба — невкусная еда, хотя и красиво поданная.|еда|conflict|0.0
2233|Официанты медленные, но милые.|официанты|conflict|0.0
2271|Но оно того стоит, чтобы подождать.|ожидание|conflict|0.0
2382|Даже с фиксированными ценами этот ресторан не стоит того.|фиксированные цены|conflict|0.0
2396|Место было не так сложно найти, но оно было переполнено: как только мы с парнем получили еду, очередь дошла до двери.|место|conflict|0.0
2433|Роллы были большими, но невкусными, а сашими несвежим.|роллы|conflict|0.0
2439|Попробуйте острую закуску с креветками (опять же, не лучшая цена в мире, но оно того стоит) и отличное лам-виндалу.|цена|conflict|0.0
2443|Еда была хорошей, но не настолько, чтобы ждать или возвращаться снова.|еда|conflict|0.0
2532|Еда может быть дорогой, но фиксированное меню дегустации предлагает отличную еду за хорошую цену, и они учитывают аллергии и предпочтения.|еда|conflict|0.0
2684|Еда была очень хорошей, но не очень тайской.|еда|conflict|0.0
2718|Обслуживание дружелюбное, хоть и не самое быстрое, еда отличная, а цены, хоть и не дешевые, не опустошат ваш кошелек.|цены|conflict|0.0
2733|Курица пармезан была съедобной, но с консервированным томатным соусом и макаронами из коробки, а курица с портобелло состояла из сухой, несъедобной курицы с ужасным соусом.|курица пармезан|conflict|0.0
2780|Их бейглы нормальные, но немного пережаренные, и это не совсем «особенный» бейгл-опыт.|бейглы|conflict|0.0
2842|Хотя обслуживание могло бы быть лучше (возможно, из-за нескольких больших групп в зале), оно очень вежливое и теплое, как и большинство клиентов.|обслуживание|conflict|0.0
2855|Обслуживание иногда lacks focus, и это не идеально, если вы спешите, но со мной никогда не были грубы.|обслуживание|conflict|0.0
2872|Обслуживание было внимательным, но ненавязчивым, еда намного лучше, чем во многих известных ресторанах Мидтауна, а винная карта обширна и хорошо оценена.|обслуживание|conflict|0.0
2904|Интерьер приятный, но более casual, чем fine dining.|интерьер|conflict|0.0
2916|Еда хорошая, но очень дорогая для такого уровня casual.|еда|conflict|0.0
2993|Забудьте о спешке, ожидании и шуме (который не так уж и плох) — кто вообще ходит в стейк-хаус за уютом и романтикой?|ожидание|conflict|0.0
2994|Забудьте о спешке, ожидании и шуме (который не так уж и плох) — кто вообще ходит в стейк-хаус за уютом и романтикой?|шум|conflict|0.0
2995|Забудьте о спешке, ожидании и шуме (который не так уж и плох) — кто вообще ходит в стейк-хаус за уютом и романтикой?|спешка|conflict|0.0
3090|На десерт мы разделили шоколадный торт и ванильное мороженое (с эспрессо), которые были вкусными, но, на мой взгляд, немного переоцененными.|шоколадный торт|conflict|0.0
3091|На десерт мы разделили шоколадный торт и ванильное мороженое (с эспрессо), которые были вкусными, но, на мой взгляд, немного переоцененными.|ванильное мороженое (с эспрессо)|conflict|0.0
3092|На десерт мы разделили шоколадный торт и ванильное мороженое (с эспрессо), которые были вкусными, но, на мой взгляд, немного переоцененными.|десерт|conflict|0.0
3151|Отличная винная карта (итальянская), хорошая еда, обслуживание сначала было нормальным.|обслуживание|conflict|0.0
3154|Что касается обслуживания, официантки не были особенно дружелюбны, но свою работу сделали.|обслуживание|conflict|0.0
3155|Что касается обслуживания, официантки не были особенно дружелюбны, но свою работу сделали.|официантки|conflict|0.0
3179|Их список саке был обширным, но мы искали Purple Haze, которого не было в списке, но его приготовили по запросу!|Purple Haze|conflict|0.0
3253|Вы платите за атмосферу, которая приятна, но ее можно найти во многих местах в Бэй-Ридж.|атмосфера|conflict|0.0
3265|Интерьер очень простой, но уютный.|интерьер|conflict|0.0
3280|Даже с относительно недорогой бутылкой вина (если можно назвать $70 недорогими), стоимость зашкаливает за еду выше среднего.|бутылка вина|conflict|0.0
3288|Еда нормальная — что-то хорошее, что-то нет (например, стейк, который часто бывает сухим).|еда|conflict|0.0
3305|Персонал был вежлив, но казался очень напряженным, а общий туалет нужно чистить чаще.|персонал|conflict|0.0
3309|Обслуживание было очень быстрым, но немного торопливым.|обслуживание|conflict|0.0
3360|Суши были от средних до ниже средних, обслуживание всегда ниже нормы, а атмосфера колеблется от приятной до раздражающей (если сидеть за кухней, акустика ужасная, все громко эхом отражается).|атмосфера|conflict|0.0
3416|Нельзя сказать, что это дешево, потому что в Чайнатауне еда дешевле.|еда|conflict|0.0
3421|Я годами считал тосканскую кухню лучшей, но Сальваторе убедил меня в прелестях неаполитанской кухни с первого визита.|тосканская кухня|conflict|0.0
3610|Коллекция саке была отличной (попробуйте Nanbu Bijin), но дорогой.|коллекция саке|conflict|0.0
3625|Обслуживание было на уровне, но не идеальным.|обслуживание|conflict|0.0
3648|Следовало назвать это маскарпоне с шоколадной крошкой — хороший, но далекий от заявленного названия десерт.|маскарпоне с шоколадной крошкой|conflict|0.0
