|text|span|label|ordinal
237|Размер: Да, 13 дюймов маловато (особенно для замены десктопа), но с внешним монитором какая разница.|внешний монитор|neutral|0
245|После этого они сказали, что это покрывается гарантией.|гарантия|neutral|0
263|Если поискать, можно найти тот же ноутбук с отсутствующими выше портами и процессором AMD или Intel с двумя ядрами.|порты|neutral|0
264|Если поискать, можно найти тот же ноутбук с отсутствующими выше портами и процессором AMD или Intel с двумя ядрами.|процессор|neutral|0
276|Я купил защиту для клавиатуры, и она отлично работает :)|защита|neutral|0
292|Я купил его в крупном магазине электроники и отнёс в их сервисный отдел, чтобы выяснить проблему.|сервисный отдел|neutral|0
295|Я всегда использую резервный жёсткий диск для хранения важных файлов.|жёсткий диск|neutral|0
299|Но размер экрана не так уж плох для email и веб-сёрфинга.|веб-сёрфинг|neutral|0
301|Как только я удалил всё лишнее ПО, ноутбук стал загружаться за 15-20 секунд.|загрузка|neutral|0
303|На моём PowerBook G4 я никогда не использовал тачпад, предпочитая внешнюю мышь, потому что мне не нравился тачпад.|внешняя мышь|neutral|0
306|"Очевидно, одна из самых важных особенностей любого компьютера — это ""человеческий интерфейс""."|особенности|neutral|0
307|"Очевидно, одна из самых важных особенностей любого компьютера — это ""человеческий интерфейс""."|человеческий интерфейс|neutral|0
312|С Mac вам не нужно беспокоиться об антивирусе или файрволе, это прекрасно.|антивирус|neutral|0
313|С Mac вам не нужно беспокоиться об антивирусе или файрволе, это прекрасно.|файрвол|neutral|0
318|Я думаю, часть проблемы этого компьютера — Vista, хотя я знаю, что Vista не единственная проблема, потому что мой новый Acer тоже с Vista (надо было подождать несколько месяцев до следующей ОС).|операционная система|neutral|0
324|Вентиляционные отверстия сбоку, так что охлаждающая подставка не нужна, отличная особенность!|охлаждающая подставка|neutral|0
334|Моя беспроводная система не распознавала Windows 7, и я не мог выйти в интернет, чтобы выяснить почему.|Windows 7|neutral|0
347|Мне нужна мощная видеокарта для эффективной работы с Adobe Creative.|графическая мощность|neutral|0
348|Мне нужна мощная видеокарта для эффективной работы с Adobe Creative.|приложения Adobe Creative|neutral|0
357|Когда я назвал им серийный номер, первое, что мне сказали — гарантия истекла, и я могу оплатить ремонт.|гарантия|neutral|0
383|Эта система исправлена.|система|neutral|0
389|Скорее всего, это из-за плохого заземления и изоляции между компонентами, и я надеюсь, что это можно исправить с помощью изолятора контура заземления, но я ожидал лучшего качества продукта за эти деньги.|изолятор контура заземления|neutral|0
392|У меня он около 1.5 лет, и да, у меня была проблема с ним через месяц после окончания гарантии.|гарантия|neutral|0
394|Загружен вредоносным ПО.|вредоносное ПО|neutral|0
399|Отличный ноутбук за свою цену, хорошо работает с action pack играми.|action pack игры|neutral|0
415|Включённые игры очень хорошие.|игры|neutral|0
425|впрочем, я мог случайно выбросить один из аккумуляторов вместе с упаковкой.|аккумуляторы|neutral|0
426|впрочем, я мог случайно выбросить один из аккумуляторов вместе с упаковкой.|упаковка|neutral|0
434|Процессор просто летает, и благодаря уникальной работе Apple OSX 16, большая часть графики обрабатывается через железо, а не через софт.|железо|neutral|0
435|Процессор просто летает, и благодаря уникальной работе Apple OSX 16, большая часть графики обрабатывается через железо, а не через софт.|софт|neutral|0
436|Я хотел что-то с новым процессором Intel Core и HDMI-портом, чтобы подключать его напрямую к нашему ТВ.|процессоры Intel Core|neutral|0
437|Я хотел что-то с новым процессором Intel Core и HDMI-портом, чтобы подключать его напрямую к нашему ТВ.|HDMI-порт|neutral|0
444|у него 3 USB-порта, 1 кард-ридер для SD и слот для расширения SD памяти.|USB-порты|neutral|0
445|у него 3 USB-порта, 1 кард-ридер для SD и слот для расширения SD памяти.|кард-ридер SD|neutral|0
446|у него 3 USB-порта, 1 кард-ридер для SD и слот для расширения SD памяти.|слот расширения SD|neutral|0
447|Я подключаю внешний диск LaCie 2Big через интерфейс FireWire 800, что удобно для Time Machine.|внешний диск LaCie 2Big|neutral|0
449|Я подключаю внешний диск LaCie 2Big через интерфейс FireWire 800, что удобно для Time Machine.|Time Machine|neutral|0
470|Обновление с Windows 7 Starter через Windows 7 Home Premium до Windows 7 Professional прошло мгновенно;|Windows 7 Starter|neutral|0
471|Обновление с Windows 7 Starter через Windows 7 Home Premium до Windows 7 Professional прошло мгновенно;|Windows 7 Home Premium|neutral|0
472|Обновление с Windows 7 Starter через Windows 7 Home Premium до Windows 7 Professional прошло мгновенно;|Windows 7 Professional|neutral|0
474|Мои дети (и собаки) уничтожили два шнура питания, дёргая за них.|шнуры питания|neutral|0
480|не использую проводной LAN, не знаю, в чём дело.|проводной LAN|neutral|0
485|Включена Apple Care.|Apple Care|neutral|0
491|Наконец, я должен отметить, что я взял 2GB модуль RAM из моего старого EeePC и установил его ещё до первого включения.|2GB модуль RAM|neutral|0
493|После отправки документов по email и сообщений от получателей, что они не могут открыть документы или получают абракадабру, я сдался и потратил ещё $100 на Microsoft Word для Mac.|Microsoft Word для Mac|neutral|0
505|Мне нравится док, куда можно просто перетащить файл на нужную программу, и программа откроет этот файл.|программа|neutral|0
516|Мне нужен был драйвер для моего HP, но они отказались помочь без оплаты более $50.|драйвер|neutral|0
517|Позвоните в техподдержку, стандартная форма по email и отправьте её нам по факсу.|техподдержка|neutral|0
535|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|программы|neutral|0
536|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|Garageband|neutral|0
537|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|Photo Booth|neutral|0
538|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|iPhoto|neutral|0
539|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|iMovie|neutral|0
540|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|видеомонтаж|neutral|0
541|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|создание фильмов|neutral|0
542|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|управление фото|neutral|0
543|Есть несколько программ для школы или офиса (Pages, Numbers, Keynote и т.д.), музыки (Garageband), управления фото (Photo Booth, iPhoto), видеомонтажа или создания фильмов (iMovie) и т.д.|музыка|neutral|0
30|-Нет подсветки клавиатуры, но для меня это не проблема.|клавиатура|conflict|0
39|Мне пришлось один раз заменить батарею, но это было пару месяцев назад, и с тех пор всё работает идеально.|аккумулятор|conflict|0
170|Да, они дороже, но это компенсируется скоростью, качеством сборки и долговечностью.|цена|conflict|0
177|Он определённо дороже большинства PC-ноутбуков, но простота использования, безопасность и минимум проблем делают его стоящим своей цены.|ценник|conflict|0
241|В ней нет камеры, но я всегда могу купить и установить её отдельно.|камера|conflict|0
269|Небольшой экран несколько ограничивает, но отлично подходит для путешествий.|экран|conflict|0
321|Видеозвонки — единственное, что вызывает вопросы, но я уверен, что после обновления следующей версии MacBook качество улучшится.|качество|conflict|0
375|Более долгое время работы от батареи было бы прекрасно — но оно полностью соответствует заявленным характеристикам.|время работы от батареи|conflict|0
438|Apple может запускать Internet Explorer, но с удивительной медленностью.|Internet Explorer|conflict|0
481|Macbook редко требует жёсткой перезагрузки.|жёсткая перезагрузка|conflict|0
602|Когда мы купили наш новый HP в декабре 2008, мы хотели Windows XP, но нам сказали, что это будет стоить дополнительно $159, так что мы взяли Vista.|Windows XP|conflict|0
669|Но Macbook Pro другой — да, у него высокая цена, но он поставляется с полным набором нужного ПО, и большинство обновлений бесплатны.|ценник|conflict|0
754|Несмотря на неудобный вес, я выбрал 12-элементную батарею.|вес|conflict|0
779|ВТОРАЯ ПРОБЛЕМА КАСАЕТСЯ БАТАРЕИ, КОТОРАЯ, ПО ЗАЯВЛЕНИЯМ, ДОЛЖНА РАБОТАТЬ 11 ЧАСОВ, НО ПОЛНОСТЬЮ ЗАРЯЖЕННАЯ ПОКАЗЫВАЕТ ТОЛЬКО 7 ЧАСОВ РАБОТЫ.|ВРЕМЯ РАБОТЫ|conflict|0
854|"Он довольно большой, но учитывая 18.4-дюймовый экран, чего ещё ожидать!"|"18.4-дюймовый экран"|conflict|0
868|У Beta было лучшее качество, но стандартом стала VHS.|качество|conflict|0
869|У Beta было лучшее качество, но стандартом стала VHS.|VHS|conflict|0
932|Конечно, у него есть сенсорные клавиши, но это была лучшая особенность компьютера.|особенность|conflict|0
951|Я никогда не буду жаловаться на цену, потому что считаю, что получаю то, за что плачу, и мой MacBook Pro стоил каждого цента.|цена|conflict|0
958|Экран немного глянцевый, но это не так уж плохо.|экран|conflict|0
1000|Экран не огромный, но это не важно, когда я вывожу изображение на 50-дюймовый LCD телевизор.|экран|conflict|0
1116|4 USB-порта — это хорошо, но два сбоку работают лишь время от времени.|USB-порты|conflict|0
1125|Когда я рядом с роутером на моём HP, у меня полный сигнал, а на Eee PC только 3 деления.|полный сигнал|conflict|0
1195|Ах да, там есть Word и прочее, но это пробная версия, так что через месяц при открытии он просит ключ продукта, которого не было в комплекте, и даже после отмены не даёт им пользоваться — я использую старый текстовый процессор, который работает нормально.|Word|conflict|0
1239|"Я купил его в HSN, потому что он был ""в комплекте"" с дополнительным ПО, но оказалось, что это ПО только чаще вызывает сбои..."|ПО|conflict|0
1323|Я готов сравнить его с ноутбуками, которые стоят в два раза дороже.|цена|conflict|0
1358|К ОС нужно привыкнуть, особенно после долгого использования Windows, но кривая обучения того стоит!|ОС|conflict|0
1377|Видеокарта отличная для медиа и выше среднего для игр, но не первый выбор геймера.|видеокарта|conflict|0
1425|Батарея высасывала все соки из моего ноутбука, а когда села батарея повышенной ёмкости, мы остались ни с чем, так что эта гарантия не покрыла все купленные продукты.|батарея повышенной ёмкости|conflict|0
1433|Ну, я начал использовать Google Chrome, который немного лучше, но тоже иногда зависает.|Google Chrome|conflict|0
1444|Я не собираюсь жаловаться на отсутствие CD-привода, потому что это нетбук, он создан быть компактным — если вам нужно всё остальное, берите ноутбук.|CD-привод|conflict|0
1486|Просто учтите, что графика не дискретная, так что загрузка фильма заняла почти минуту, но он шёл довольно плавно для интегрированной видеокарты.|графика|conflict|0
1487|Просто учтите, что графика не дискретная, так что загрузка фильма заняла почти минуту, но он шёл довольно плавно для интегрированной видеокарты.|интегрированная видеокарта|conflict|0
1530|Я не использую ноутбук так, чтобы требовалось долгое время работы от батареи, так что для меня он идеален.|время работы от батареи|conflict|0
1542|Я не особо беспокоился о портативности (это очень большой ноутбук), но его не сложно перемещать или брать в поездки, что стало приятным сюрпризом.|портативность|conflict|0
1569|Клавиатура, которая в целом казалась нормальной даже для привыкшего к десктопной клавиатуре человека, теперь выглядит ужасно.|клавиатура|conflict|0
1572|Мышь немного отличается от привычной — у неё одна большая плоская панель и одна длинная кнопка (вместо двух отдельных) — но к этому быстро привыкаешь.|мышь|conflict|0
1583|Я знаю, что ASUS известен своими материнскими платами, но это худший компьютерный опыт в моей жизни.|материнские платы|conflict|0
1616|Через пару лет время работы моей батареи начало сокращаться, но её заменили бесплатно из-за общекорпоративного отзыва моей конкретной батареи.|время работы от батареи|conflict|0
1638|Хотя он значительно дороже многих PC-ноутбуков, он стоит своей цены.|цена|conflict|0
1679|У него был 17-дюймовый экран, который я хотел, но я не осознавал тогда, что это будет такой монстр!|17-дюймовый экран|conflict|0
1716|Хотя в нём не хватает некоторых функций других версий, он вполне подходит для запланированного использования.|функции|conflict|0
1854|Динамики не очень громкие, но достаточно хорошие.|динамики|conflict|0
1859|Экран кристально чистый, да, он маленький — но это же нетбук!|экран|conflict|0
2355|Судя по всему, Toshiba по-разному подходит к ремонту — некоторые сообщают, что им выставили счёт даже за первоначальный ремонт, другим чинили по 5 раз.|ремонт|conflict|0
