|text|span|label|ordinal
538|There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.|iPhoto|neutral|0
539|There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.|iMovie|neutral|0
540|There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.|video-editing|neutral|0
541|There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.|movie-making|neutral|0
542|There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.|photo management|neutral|0
543|There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.|music|neutral|0
30|-No backlit keyboard, but not an issue for me.|keyboard|conflict|0
39|I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.|battery|conflict|0
170|Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.|cost|conflict|0
177|It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.|pricetag|conflict|0
241|It has no camera but, I can always buy and install one easy.|camera|conflict|0
269|Small screen somewhat limiting but great for travel.|screen|conflict|0
321|The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.|quality|conflict|0
375|A longer battery life would have been great - but it meets it's spec quite easily.|battery life|conflict|0
438|The Apple will run Internet Explorer, but at an amazingly slow rate.|Internet Explorer|conflict|0
481|The macbook rarely requires a hard reboot.|hard reboot|conflict|0
602|When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.|Windows XP|conflict|0
669|But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.|price tag|conflict|0
754|Despite the inconvenient weight, I opted for the 12 cell battery.|weight|conflict|0
779|A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.|STORAGE LIFE|conflict|0
854|"It is a big big, but since it has a 18.4"" screen what would you expect!"|"18.4"" screen"|conflict|0
868|Beta had better quality, but VHS became the industry standard.|quality|conflict|0
869|Beta had better quality, but VHS became the industry standard.|VHS|conflict|0
932|Sure it has the one touch keys but that was the best feature of the computer.|feature|conflict|0
951|I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.|price|conflict|0
958|Screen is a bit glossy, but that's not too bad.|Screen|conflict|0
1000|The screen isn't huge, but that doesn't matter when I output media to the 50 inch LCD TV.|screen|conflict|0
1116|The 4 USB ports are nice, but the two on the side only work now and then.|USB ports|conflict|0
1125|When I am next to my router on my HP I get full service, on my Eee PC I get 3 bars.|full service|conflict|0
1195|Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.|word|conflict|0
1239|"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often....."|software|conflict|0
1323|I will stack it up against laptops that cost twice as much any day.|cost|conflict|0
1358|The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!|OS|conflict|0
1377|The video card is great for media, and above average for gaming, but not a gamers first choice.|video card|conflict|0
1425|The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.|extended life battery|conflict|0
1433|Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.|Google Chrome|conflict|0
1444|I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.|cd drive|conflict|0
1486|Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.|graphics|conflict|0
1487|Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.|non-dedicated graphics card|conflict|0
1530|I don't use my laptop in a way though that needs a long battery life so it's perfect for me.|battery life|conflict|0
1542|I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.|portability|conflict|0
1569|The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.|keyboard|conflict|0
1572|The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.|mouse|conflict|0
1583|I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.|motherboards|conflict|0
1616|After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.|battery life|conflict|0
1638|Even though it is much more expensive than many PC laptops, it is worth the price.|price|conflict|0
1679|It had a seventeen inch screen which I wanted, but I didn't realize at the time it would be such a monster!|seventeen inch screen|conflict|0
1716|While lacking some of the functions of the other versions, this was very acceptable for the uses planned for this computer.|functions|conflict|0
1854|Speakers don't get that loud, but good enough.|Speakers|conflict|0
1859|Screen is crystal clear, yes it's small - but it's a netbook!|Screen|conflict|0
2355|How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.|repair|conflict|0
