|text|span|label|ordinal|norm_span
230|Да, они используют необычные ингредиенты, но даже из необычных ингредиентов не получится хорошей пиццы, если только кто-то не знает, как правильно сделать корочку.|корочку|neutral|0|корочка
231|Еда была посредственной, а крем-брюле - ужасным - сахар подгорел, не карамелизовался и пах керосином.|Еда|neutral|0|еда
232|Но кто сказал, что в Murray's есть что-то особенное в обслуживании?|обслуживание|neutral|0|обслуживание
233|Во-первых, официантка была совершенно невнимательна в те два раза, когда мы ее видели (странно в ресторане на 6 столиков), и неправильно приняла наш заказ.|столы|neutral|0|столы
234|Я зашел туда ближе к вечеру, чтобы перекусить и поразмышлять со своей девушкой.|еда|neutral|0|еда
235|Я зашел туда ближе к вечеру, чтобы перекусить и поразмышлять со своей девушкой.|отражение|neutral|0|отражение
236|Я возлагал на это заведение очень большие надежды и забронировал номер за пару месяцев вперед для особого случая.|бронирование|neutral|0|бронирование
237|То, что подали к нашему столу, было подгорелым до неузнаваемости и волокнистым.|таблица|neutral|0|таблица
238|"Вообще-то, я никогда не была в ""М"", но мне ее доставляли несколько раз."|доставляли|neutral|0|доставлять
239|Узкий коридор ведет в крошечное помещение, где есть три крошечных прилавка, выложенных белой плиткой, большой беспорядок (стопки бутылок, банок) и небольшой прилавок на 12-14 блюд.|блюд|neutral|0|блюдо
240|Обед включал соленые огурцы и капустный салат без дополнительной платы.|соленые огурцы и капустный салат|neutral|0|солёный огурец и капустный салат
241|Нормальное обслуживание.|обслуживание|neutral|0|обслуживание
242|Бульон для удона был из соевого соуса и воды.|соевый соус|neutral|0|соевый соус
243|Бульон для удона был из соевого соуса и воды.|вода|neutral|0|вода
244|Официантка предложила бокалы вина, которые отлично сочетались с едой.|еда|neutral|0|еда
245|Я не самый опытный человек, когда дело касается тайской кухни, но мой друг, который привел меня туда, таков.|тайской кухни|neutral|0|тайская кухня
246|Я недавно ходил в этот ресторан с коллегами на обед и прекрасно провел время.|обед|neutral|0|обед
247|Обслуживание было безупречным и ненавязчивым — персонал знает, что они здесь делают: знают свое меню, подают вашу еду и заботятся о ваших потребностях.|меню|neutral|0|меню
248|Обслуживание было безупречным и ненавязчивым — персонал знает, что они здесь делают: знают свое меню, подают вашу еду и заботятся о ваших потребностях.|еду|neutral|0|еда
249|Возьмите еду с собой, найдите скамейку и расслабьтесь с тарелкой пельменей.|еду|neutral|0|еда
250|Мы все еще сидели у бара, потягивая сангрию, но когда отвернулись, $2 исчезли, и люди рядом сказали, что бармен забрал их.|сангрию|neutral|0|сангрия
251|Мы все еще сидели у бара, потягивая сангрию, но когда отвернулись, $2 исчезли, и люди рядом сказали, что бармен забрал их.|бара|neutral|0|бар
252|Мы все еще сидели у бара, потягивая сангрию, но когда отвернулись, $2 исчезли, и люди рядом сказали, что бармен забрал их.|бармен|neutral|1|бармен
253|Это хороший ресторан, если вы ищете место для проведения интимного делового ужина.|делового ужина|neutral|0|деловое ужин
254|Но ничего выдающегося в готовке нет.|готовка|neutral|0|готовка
255|Я был здесь 3 раза на обед, и это одно из моих любимых мест в городе.|обед|neutral|0|обед
256|Я заказал их яйца Бенедикт на бранч, которые были худшими в моей жизни. Я попытался полностью убрать голландский соус, вот насколько они были неудачными.|бранч|neutral|0|бранч
257|Меню выглядело хорошо, за исключением чилийского морского окуня, но официант не предложил специальные блюда, которые были написаны на доске снаружи.|специальные блюда|neutral|0|специальный блюдо
258|В целом, солидный ресторан, и менее $40 с человека (включая вино) — хорошая сделка.|вино|neutral|0|вино
259|Дополнительные $2 за превращение обычного ролла в inside-out ролл, но ролл увеличивается более чем втрое, и не только за счет риса.|рис|neutral|0|рис
260|Когда он наконец подошел, он не смог сделать джин с тоником — не нашел тоник.|джин с тоником|neutral|0|джина с тоник
261|Когда он наконец подошел, он не смог сделать джин с тоником — не нашел тоник.|тоник|neutral|1|тоник
262|Обслуживание нормальное, некоторые люди не получили то, что заказывали.|обслуживание|neutral|0|обслуживание
263|Рекомендую делать бронирование столика, хотя мы видели, как людей сажали и без брони.|бронирование|neutral|0|бронирование
264|Единственное, что мне moderately понравилось — это их фирменное блюдо: жареная курица с пюре из эдамаме.|жареная курица с пюре из эдамаме|neutral|0|жареная курица с пюре из эдамама
265|Я пошёл в Del Frisco's в пятницу вечером с парнем на бронь к 20:00.|бронь|neutral|0|бронь
266|Сделайте одолжение — поужинайте здесь и посмотрите, согласитесь ли вы со мной.|ужин|neutral|0|ужин
267|Очень популярный стиль изакая (саке и небольшие порции блюд, сочетающихся с саке).|порция|neutral|0|порция
268|Они вкусные, но советую съесть только одну с мясом, так как они плохо сочетаются с пищеварением среднего американца.|мясо|neutral|0|мясо
269|Вместо того чтобы тратить здесь время: ПОДДЕРЖИВАЙТЕ РЕСТОРАНЫ, КОТОРЫЕ ЗАБОТЯТСЯ О ЕДЕ.|еда|neutral|0|еда
270|Мужчина, который встречал гостей, пообещал сохранить столик для нашей компании из 7 человек, но затем посадил за него компанию из 2 (хотя вокруг было много свободных мест).|столик|neutral|0|столик
271|Пока мы сидели и ели посредственную еду, менеджер начал отчитывать пару своих сотрудников за то, что те поставили не те контейнеры для соусов, объясняя, какие они дорогие.|контейнеры|neutral|1|контейнер
272|Интерьер приятный и минималистичный, еда простая, но очень хорошо поданная и приготовленная, а винная карта отлично сочетается с блюдами.|еда|neutral|1|еда
273|Я заказал блюдо с лососем, и хотя оно было нормальным, за такую цену я ожидал больше вкуса.|цена|neutral|0|цена
274|Мы заказали melt с тунцом — он пришёл без сыра, так что получился просто бутерброд с тунцом.|сыр|neutral|0|сыр
275|Счёт выходит примерно $25 на двоих за обед без напитков.|Счёт|neutral|0|счёт
276|Счёт выходит примерно $25 на двоих за обед без напитков.|обед|neutral|0|обед
277|Счёт выходит примерно $25 на двоих за обед без напитков.|напитки|neutral|0|напитки
278|Еда отличная, обслуживание нормальное.|обслуживание|neutral|0|обслуживание
279|Также обратите внимание на фоновую музыку — довольно странный выбор.|музыка|neutral|0|музыка
280|Был там и пробовал разные блюда из морепродуктов и закуски.|блюда из морепродуктов|neutral|0|блюдо из морепродукт
281|Был там и пробовал разные блюда из морепродуктов и закуски.|закуски|neutral|0|закуска
282|Отличное место для неформального свидания или бизнес-ланча с клиентами.|ланч|neutral|0|ланч
283|Всё, что мы получили при уходе на шоу без ужина, — это извинения.|ужин|neutral|0|ужин
284|Соседний столик спросил, сам ли он давил виноград, когда их давно заказанная бутылка вина наконец пришла.|бутылка вина|neutral|0|бутылка вино
285|Соседний столик спросил, сам ли он давил виноград, когда их давно заказанная бутылка вина наконец пришла.|виноград|neutral|0|виноград
286|Обычно 3 против 4 позиций в блюде.|блюдо|neutral|0|блюдо
287|Хотя некоторые базовые блюда отличные (бургер, некоторые пасты), еда — не главное здесь.|еда|neutral|0|еда
288|Дим сам был так себе, ничего особенного.|дим сам|neutral|0|дим сам
289|Еда была так себе.|Еда|neutral|0|еда
290|Устроил здесь сюрприз-ужин на 30-летие моей невесты — лучше и не придумаешь.|ужин|neutral|0|ужин
291|По какой-то причине все морепродукты в меню были недоступны, кроме лосося.|лосось|neutral|0|лосось
292|Музыка иногда становится слишком громкой, но это только заставило меня придвинуться ближе к моей прекрасной жене, и я почувствовал аромат кориандра.|кориандр|neutral|0|кориандр
293|Проходил мимо этого ресторана какое-то время и наконец решил зайти на ужин.|ужин|neutral|0|ужин
294|Я заказал chu chu карри, а мой друг — куриный pad thai.|chu chu карри|neutral|0|chu chu карри
295|Я заказал chu chu карри, а мой друг — куриный pad thai.|куриный pad thai|neutral|0|куриный pad thai
296|Мы ходим по понедельникам на фиксированное меню, и качество еды сравнимо с Blue Ribbon.|еды|neutral|0|еда
297|Мы ходим по понедельникам на фиксированное меню, и качество еды сравнимо с Blue Ribbon.|фиксированное меню|neutral|0|фиксированное меню
298|Также хорошо подходит для деловых обедов с клиентами.|деловые обеды|neutral|0|деловые обеды
299|Был в Spice три раза — дважды на ланче и один раз на ужине.|ланче|neutral|0|ланча
300|Я заряжаю его ночью и не беру с собой шнур, потому что у него отличное время работы от аккумулятора.|время работы от аккумулятора|positive|0|время работа от аккумулятор
301|Он высокого качества, имеет потрясающий графический интерфейс, чрезвычайно стабилен, легко расширяется, поставляется с множеством отличных приложений, прост в использовании и выглядит просто потрясающе.|качества|positive|0|качество
302|Он высокого качества, имеет потрясающий графический интерфейс, чрезвычайно стабилен, легко расширяется, поставляется с множеством отличных приложений, прост в использовании и выглядит просто потрясающе.|графический интерфейс|positive|0|графический интерфейс
303|Он высокого качества, имеет потрясающий графический интерфейс, чрезвычайно стабилен, легко расширяется, поставляется с множеством отличных приложений, прост в использовании и выглядит просто потрясающе.|приложений|positive|0|приложение
304|Он высокого качества, имеет потрясающий графический интерфейс, чрезвычайно стабилен, легко расширяется, поставляется с множеством отличных приложений, прост в использовании и выглядит просто потрясающе.|использовании|positive|0|использование
305|Легкий запуск и не перегревается так сильно, как другие ноутбуки.|запуск|positive|0|запуск
306|Я даже купил своему подростку такой же из-за функций, которые он предлагает, таких как iChat, Photobooth, GarageBand и других!|функции|positive|0|функции
307|Я даже купил своему подростку такой же из-за функций, которые он предлагает, таких как iChat, Photobooth, GarageBand и других!|iChat|positive|0|ichat
308|Я даже купил своему подростку такой же из-за функций, которые он предлагает, таких как iChat, Photobooth, GarageBand и других!|Photobooth|positive|0|photobooth
309|Я даже купил своему подростку такой же из-за функций, которые он предлагает, таких как iChat, Photobooth, GarageBand и других!|garage band|positive|0|garage band
310|Отличный ноутбук с множеством замечательных функций!|функций|positive|0|функция
311|В магазине эти MacBook упакованы в мягкую резиновую оболочку — так что вы не узнаете об острых краях, пока не купите его, принесёте домой, вскроете упаковку и начнёте использовать (очень хитрый обман).|резиновая оболочка|positive|0|резиновая оболочка
312|Однако мультитач-жесты и большая область трекпада делают внешнюю мышь ненужной (если только вы не играете).|мультитач-жесты|positive|0|мультитач жест
313|Однако мультитач-жесты и большая область трекпада делают внешнюю мышь ненужной (если только вы не играете).|область трекпада|positive|0|область трекпада
314|Мне нравится, как работает весь набор программного обеспечения в комплекте.|набор ПО|positive|0|набор по
315|Скорость просто потрясающая, и я более чем доволен.|скорость|positive|0|скорость
316|Этот ноутбук оправдывает все ожидания, а Windows 7 просто великолепна!|Windows 7|positive|0|windows 7
317|Сопряжение с iPhone — одно удовольствие: синхронизация проходит без проблем — раньше это занимало вечность, а теперь мгновенно.|синхронизация|positive|0|синхронизация
318|Я также получил бонус в виде 30-дюймового HD-монитора, который действительно помогает расширить экран и снизить нагрузку на глаза!|30-дюймового HD-монитора|positive|0|30 дюймовый hd монитор
319|Мне нравится операционная система и предустановленное программное обеспечение.|операционная система|positive|0|операционная система
320|Мне нравится операционная система и предустановленное программное обеспечение.|предустановленное ПО|positive|0|предустановленное по
321|Самое лучшее в этом ноутбуке — цена вместе с некоторыми новыми функциями.|цена|positive|0|цена
322|Самое лучшее в этом ноутбуке — цена вместе с некоторыми новыми функциями.|функции|positive|0|функции
323|Я отправлял его в Toshiba дважды, и они починили его по гарантии.|гарантия|positive|0|гарантия
324|Я искал Mac, который был бы портативным и имел все нужные мне функции.|функции|positive|0|функция
325|Драйверы обновились нормально, но обновление BIOS зависло, и компьютер выключился.|драйверы|positive|0|драйвер
326|Потрясающее качество!|качество|positive|0|качество
327|Тот факт, что вы можете потратить более $100 только на веб-камеру, подчёркивает ценность этого устройства.|ценность|positive|0|ценность
328|Если сайт зависает (что бывает редко), его очень легко принудительно закрыть.|принудительное закрытие|positive|0|принудительное закрытие
329|Мне также нравится, что мой MacBook Pro позволяет запускать Windows 7 через программу VMWare.|Windows 7|positive|0|windows 7
330|Намного проще перемещаться по операционной системе, находить файлы, и всё работает гораздо быстрее!|операционная система|positive|0
334|Мы увеличили память до четырёх гигабайт, чтобы воспользоваться приростом производительности и скорости.|скорость|positive|0|скорость
335|Мы увеличили память до четырёх гигабайт, чтобы воспользоваться приростом производительности и скорости.|производительность|positive|0|производительность
336|И если у вас есть iPhone или iPod touch, вы можете подключаться и загружать песни на высокой скорости.|скорость|positive|0|скорость
337|Мне нравится стеклянный тачпад.|стеклянный тачпад|positive|0|стеклянный тачпад
338|Я использую внешний динамик — звук хороший.|внешний динамик|positive|0|внешний динамик
339|Я использую внешний динамик — звук хороший.|звук|positive|0|звук
340|Всё очень легко использовать, программное обеспечение Mac намного проще, чем Microsoft.|программное обеспечение Mac|positive|0|программное обеспечение mac
342|Простота использования и отличный сервис Apple — будь то телефонная поддержка или визит в Genius Bar — несравненны.|использование|positive|0|использование
343|Простота использования и отличный сервис Apple — будь то телефонная поддержка или визит в Genius Bar — несравненны.|сервис|positive|0|сервис
344|Простота использования и отличный сервис Apple — будь то телефонная поддержка или визит в Genius Bar — несравненны.|телефонная поддержка|positive|0|телефонная поддержка
345|Простота использования и отличный сервис Apple — будь то телефонная поддержка или визит в Genius Bar — несравненны.|Genius Bar|positive|0|genius bar
346|Аккумулятора хватает на 10 часов при веб-сёрфинге и работе с текстом, что идеально для учёбы или офиса, а в играх и при просмотре фильмов — чуть более 5 часов.|время работы от аккумулятора|positive|0|время работы от аккумулятора
347|Аккумулятора хватает на 10 часов при веб-сёрфинге и работе с текстом, что идеально для учёбы или офиса, а в играх и при просмотре фильмов — чуть более 5 часов.|время работы от аккумулятора|positive|1|время работы от аккумулятора
348|Acer предоставил мне БЕСПЛАТНЫЕ диски восстановления, когда они стали доступны, по моей просьбе.|диски восстановления|positive|0|диск восстановление
349|Время работы от аккумулятора кажется очень хорошим, и у меня не было с ним проблем.|время работы от аккумулятора|positive|0|время работа от аккумулятор
350|Для Mac не нужно покупать антивирус, что экономит мне кучу времени и денег.|антивирус для Mac|positive|0|антивирус для mac
351|Он всегда надёжен, никогда не глючит и отлично реагирует.|реакция|positive|0|реакция
352|Да, компьютер лёгкий, дешевле среднего ноутбука и интуитивно понятен в использовании.|использование|positive|0|использование
353|Кроме того, если вам нужно поговорить с представителем Microsoft, за это берут плату, что я считаю грабежом, учитывая огромные суммы за плохо продуманную систему, из-за чего многие предпочли бы XP, если бы могли.|XP|positive|0|xp
354|Мне нравится Windows 7, которая намного лучше Vista.|Windows 7|positive|0|windows 7
355|Клавиатура отличная, очень тихая, учитывая, сколько я печатаю.|клавиатура|positive|0|клавиатура
356|Я могу легко редактировать видео в AVCHD, что было проблемой для большинства ПК, если только у вас не процессор Quad Core i7.|Quad Core i7|positive|0|quad core i7
357|После разговора с очень компетентным продавцом я выбрал MacBook Pro вместо белого MacBook.|продавцом|positive|0|продавец
358|Если вам нужна мощная система и не нужно запускать Windows-приложения, выбирайте Apple.|система|positive|0|система
359|Даже его цвет классный.|цвет|positive|0|цвет
360|Да, Mac стоит дороже среднего ноутбука, но с ним не сравнятся стиль, скорость и крутой фактор.|стиль|positive|0|стиль
361|Да, Mac стоит дороже среднего ноутбука, но с ним не сравнятся стиль, скорость и крутой фактор.|скорость|positive|0|скорость
362|Клавиатура приятная на ощупь, и печатать на ней удобно.|Клавиатура|positive|0|клавиатура
363|BEST BUY — 5 ЗВЁЗД + + + (продажи, сервис, уважение к пожилым людям, не знакомым с технологиями) DELL COMPUTERS — 3 звезды DELL SUPPORT — должны мне пару вещей|продажи|positive|0|продажа
364|BEST BUY — 5 ЗВЁЗД + + + (продажи, сервис, уважение к пожилым людям, не знакомым с технологиями) DELL COMPUTERS — 3 звезды DELL SUPPORT — должны мне пару вещей|сервис|positive|0|сервис
365|BEST BUY — 5 ЗВЁЗД + + + (продажи, сервис, уважение к пожилым людям, не знакомым с технологиями) DELL COMPUTERS — 3 звезды DELL SUPPORT — должны мне пару вещей|DELL SUPPORT|positive|0|dell support
366|Да, они дороже, но это компенсируется скоростью, качеством сборки и долговечностью.|скорость|positive|0|скорость
367|Да, они дороже, но это компенсируется скоростью, качеством сборки и долговечностью.|качество сборки|positive|0|качество сборки
368|Да, они дороже, но это компенсируется скоростью, качеством сборки и долговечностью.|долговечность|positive|0|долговечность
369|"Так как я печатаю со скоростью более 100 слов в минуту, я искал устройство с удобной клавиатурой (без залипающих клавиш, странного расположения ""дополнительных клавиш"" и т. д."|клавиатурой|positive|1|клавиатура
370|"Так как я печатаю со скоростью более 100 слов в минуту, я искал устройство с удобной клавиатурой (без залипающих клавиш, странного расположения ""дополнительных клавиш"" и т. д."|клавиш|positive|0|клавиша
371|"Так как я печатаю со скоростью более 100 слов в минуту, я искал устройство с удобной клавиатурой (без залипающих клавиш, странного расположения ""дополнительных клавиш"" и т. д."|"расположения """"дополнительных клавиш"""""|positive|0|расположение дополнительный клавиша
372|Он определённо дороже большинства PC-ноутбуков, но простота использования, безопасность и минимум проблем делают его стоящим своей цены.|использование|positive|0|использование
373|Он определённо дороже большинства PC-ноутбуков, но простота использования, безопасность и минимум проблем делают его стоящим своей цены.|безопасность|positive|0|безопасность
374|Множество предустановленного ПО.|предустановленное ПО|positive|0|предустановленное по
375|Моя любимая часть этого компьютера — наличие VGA-порта, так что я могу подключить его к большему экрану.|VGA-порт|positive|0|vga порт
376|Ещё хочу добавить, что время работы от аккумулятора отличное.|время работы от аккумулятора|positive|0|время работа от аккумулятор
377|Acer не помог, а Garmin не смог определить проблему (после 2 часов общения со мной), так что я вернул его и купил Toshiba R700, которая кажется ещё лучше, и я смог установить всё своё ПО без проблем.|ПО|positive|0|по
378|Я играю во много казуальных игр онлайн, и тачпад очень отзывчивый.|тачпад|positive|0|тачпад
379|Конечно, он всё ещё очень новый ноутбук, но по сравнению с моими предыдущими ноутбуками и ПК, мой Mac запускается заметно быстрее.|запуск|positive|0|запуск
380|Он соответствует всем моим ожиданиям с точки зрения внешнего вида и ощущений, но кажется даже более прочным.|внешний вид и ощущения|positive|0|внешний вид и ощущения
381|Единственное, что мне не нравится в Apple — они обычно используют Safari, а я его не люблю, но после установки Mozilla Firefox я влюбился в каждую деталь.|Mozilla Firefox|positive|0|mozilla firefox
382|Отличный аккумулятор, скорость, дисплей.|аккумулятор|positive|0|аккумулятор
383|Отличный аккумулятор, скорость, дисплей.|скорость|positive|0|скорость
384|Отличный аккумулятор, скорость, дисплей.|дисплей|positive|0|дисплей
385|Доставка была быстрой, и я бы не задумываясь купил этот ноутбук снова.|доставка|positive|0|доставка
386|Я впечатлён временем работы от аккумулятора и производительностью при таком небольшом объёме памяти.|время работы от аккумулятора|positive|0|время работы от аккумулятора
387|Я впечатлён временем работы от аккумулятора и производительностью при таком небольшом объёме памяти.|производительность|positive|0|производительность
388|Его приложения потрясающие, включая замены Microsoft Office.|приложения|positive|0|приложение
389|Его приложения потрясающие, включая замены Microsoft Office.|Microsoft Office|positive|0|microsoft office
390|У моего отца один из самых первых Toshiba, да, он немного медленный сейчас, но всё ещё работает хорошо, и я подключил его к Ethernet!|Ethernet|positive|0|ethernet
391|У моего отца один из самых первых Toshiba, да, он немного медленный сейчас, но всё ещё работает хорошо, и я подключил его к Ethernet!|работа|positive|0|работа
392|Больше всего мне нравится функция перетаскивания.|функция перетаскивания|positive|0|функция перетаскивание
393|Я заказал через MacMall, что спасло меня от налога с продаж, который пришлось бы платить при локальной покупке.|налог с продаж|positive|0|налог с продаж
394|Конечно, я также получил несколько отличных программных пакетов бесплатно, включая iWork, GarageBand и iMovie.|программных пакетов|positive|0|программный пакет
395|Конечно, я также получил несколько отличных программных пакетов бесплатно, включая iWork, GarageBand и iMovie.|iWork|positive|0|iwork
396|Конечно, я также получил несколько отличных программных пакетов бесплатно, включая iWork, GarageBand и iMovie.|GarageBand|positive|0|garageband
397|Конечно, я также получил несколько отличных программных пакетов бесплатно, включая iWork, GarageBand и iMovie.|iMovie|positive|0|imovie
398|Экран очень большой и кристально чистый с потрясающими цветами и разрешением.|экран|positive|0|экран
399|Экран очень большой и кристально чистый с потрясающими цветами и разрешением.|цвета|positive|0|цвета
400|"Техник сказал, что сервисный центр не делает обмен 1 к 1, и мне нужно обратиться в ""отдел продаж"", то есть в магазин, где я купил нетбук."|сервисный центр|negative|0|сервисный центр
401|"Техник сказал, что сервисный центр не делает обмен 1 к 1, и мне нужно обратиться в ""отдел продаж"", то есть в магазин, где я купил нетбук."|отдел продаж|negative|0|отдел продажа
402|Одной ночью я выключил эту штуку после использования, а на следующий день включаю — нет графического интерфейса, экран тёмный, индикатор питания горит ровно, индикатор жёсткого диска не мигает, как обычно.|графический интерфейс|negative|0|графический интерфейс
403|Одной ночью я выключил эту штуку после использования, а на следующий день включаю — нет графического интерфейса, экран тёмный, индикатор питания горит ровно, индикатор жёсткого диска не мигает, как обычно.|экран|negative|0|экран
404|Одной ночью я выключил эту штуку после использования, а на следующий день включаю — нет графического интерфейса, экран тёмный, индикатор питания горит ровно, индикатор жёсткого диска не мигает, как обычно.|индикатор жёсткого диска|negative|0|индикатор жёсткое диск
405|В магазине эти MacBook упакованы в мягкую резиновую оболочку — так что вы не узнаете об острых краях, пока не купите его, принесёте домой, вскроете упаковку и начнёте использовать (очень хитрый обман).|края|negative|0|края
406|Я почти не могу использовать USB-устройства, потому что они не остаются подключёнными должным образом.|USB-устройства|negative|0|usb устройство
407|Когда я наконец запустил всё с установленным ПО и подключил свой Droid для зарядки, система зависла.|система|negative|0|система
408|Один совет: не берите Microsoft Office для Mac, ожидая, что он будет работать так же, как на PC.|Microsoft Office для Mac|negative|0|microsoft office для mac
409|Машина медленно загружается и иногда полностью зависает.|загрузка|negative|0|загрузка
410|После оплаты нескольких сотен долларов за эту услугу разочаровывает, что вы не можете получить помощь в нерабочее время.|услуга|negative|0|услуга
411|После многочисленных попыток (включая прямое установление времени в BIOS) я сдался (я технарь).|времени в BIOS|negative|0|время в bios
412|ВЫ НЕ СМОЖЕТЕ ПОГОВОРИТЬ С АМЕРИКАНЦЕМ, ТАК КАК СЛУЖБА ГАРАНТИИ НАХОДИТСЯ ЗА ГРАНИЦЕЙ.|СЛУЖБА ГАРАНТИИ|negative|0|служба гарантия
413|но теперь я понял, что это проблема этого бренда.|бренд|negative|0|бренд
414|Также немного шумный, когда работает вентилятор.|вентилятор|negative|0|вентилятор
415|"В отчаянии я позвонил в их службу поддержки, и мне сказали, что моя гарантия истекла (ноутбуку 2 дня), и за привилегию поговорить с техником мне придётся заплатить (""имейте готовую кредитку"")."|гарантия|negative|0|гарантия
416|"В отчаянии я позвонил в их службу поддержки, и мне сказали, что моя гарантия истекла (ноутбуку 2 дня), и за привилегию поговорить с техником мне придётся заплатить (""имейте готовую кредитку"")."|разговора с техником|negative|0|разговора с техником
417|Также, похоже, была проблема с жёстким диском, так как иногда Windows загружалась, но не могла найти драйверы или файлы.|жёсткий диск|negative|0|жёсткий диск
418|Также, похоже, была проблема с жёстким диском, так как иногда Windows загружалась, но не могла найти драйверы или файлы.|Windows|negative|0|windows
419|Драйверы обновились нормально, но обновление BIOS зависло, и компьютер выключился.|обновление BIOS|negative|0|обновление bios
420|Драйверы обновились нормально, но обновление BIOS зависло, и компьютер выключился.|система|negative|0|система
421|Говоря о браузере, у него тоже есть проблемы.|браузер|negative|0|браузер
422|Клавиатура слишком скользкая.|клавиатура|negative|0|клавиатура
423|Он весит около 9 фунтов, но если закрыть на это глаза, он ОТЛИЧНЫЙ!|9 фунтов|negative|0|9 фунт
424|Всё ещё на гарантии, позвонил в Toshiba — никакой помощи.|гарантия|negative|0|гарантия
425|Я был доволен покупкой Toshiba Satellite L305D-S5934, пока не пришлось ремонтировать его по гарантии Toshiba.|гарантия Toshiba|negative|0|гарантия toshiba
426|Месяц назад сгорела материнская плата.|материнская плата|negative|0|материнская плата
427|Система, с которой он поставляется, не работает должным образом, и при попытке исправить проблемы она вообще перестала работать.|система|negative|0|система
428|Потом через 4 месяца перестал работать зарядник, и мне пришлось покупать новое оборудование, чтобы поддерживать работу компьютера.|зарядник|negative|0|зарядникнуть
429|Потом через 4 месяца перестал работать зарядник, и мне пришлось покупать новое оборудование, чтобы поддерживать работу компьютера.|оборудование|negative|0|оборудование
430|Он редко работает, а когда работает — невероятно медленный.|работа|negative|0|работа
431|Купил ноутбук Toshiba, он работал хорошо, пока не истёк гарантийный срок.|гарантия|negative|0|гарантия
432|"Реальность такова, что он очень быстро нагревался и слишком долго выполнял простые вещи, например открытие папки ""Мои документы""."|"открытие папки ""Мои документы"""|negative|0|открытие папка мой документ
433|Я всегда использовал PC и постоянно разочаровывался из-за зависаний и плохо продуманных операционных систем, которые никогда не были интуитивно понятными.|операционных систем|negative|0|операционный система
434|Потом, через 5 месяцев, зарядник сломался.|зарядник|negative|0|зарядникнуть
435|Я снова отнёс компьютер, и они заменили жёсткий диск и материнскую плату снова.|жёсткий диск|negative|0|жёсткий диск
436|Я снова отнёс компьютер, и они заменили жёсткий диск и материнскую плату снова.|материнская плата|negative|0|материнская плата
437|всё ещё тестирую время работы от аккумулятора, думал будет лучше, но очень доволен апгрейдом.|время работы от аккумулятора|negative|0|время работа от аккумулятор
438|Потом HP вернул его мне с неработающим оборудованием, без возможности подключения.|оборудование|negative|0|оборудование
439|Ах да, не забудьте про дорогую доставку туда и обратно в HP.|доставка|negative|0|доставка
440|Всё очень легко использовать, программное обеспечение Mac намного проще, чем Microsoft.|ПО Microsoft|negative|0|по microsoft
441|И если вы много пишете, редактирование — проблема, так как нет клавиши forward delete.|клавиша delete|negative|0|клавиша delete
442|И если вы много пишете, редактирование — проблема, так как нет клавиши forward delete.|редактирование|negative|0|редактирование
443|Включение таймера батареи бесполезно.|таймера батареи|negative|0|таймер батарея
444|Но мы заплатили за Bluetooth, а его не было.|Bluetooth|negative|0|bluetooth
445|Итак, я посетил сервисный центр LG на Александра-роуд, надеясь, что они подтянут петли.|петли|negative|0|петля
446|Примерно через неделю мне его вернули и сказали, что материнская плата вышла из строя, поэтому они установили новую.|материнская плата|negative|0|материнская плата
447|Он был медленным, зависал, и оборудование пришлось менять уже через 2 месяца!|оборудование|negative|0|оборудование
448|в апреле пришлось менять материнскую плату|материнская плата|negative|0|материнская плата
449|Кроме того, если вам нужно поговорить с представителем Microsoft, за это берут плату, что я считаю грабежом, учитывая огромные суммы за плохо продуманную систему, из-за чего многие предпочли бы XP, если бы могли.|представитель Microsoft|negative|0|представитель microsoft
450|Кроме того, если вам нужно поговорить с представителем Microsoft, за это берут плату, что я считаю грабежом, учитывая огромные суммы за плохо продуманную систему, из-за чего многие предпочли бы XP, если бы могли.|система|negative|0|система
451|Мне нравится Windows 7, которая намного лучше Vista.|Vista|negative|0|vista
452|Диссервис Dell — это оскорбление для клиентов, которые платят хорошие деньги за некачественные продукты.|Диссервис Dell|negative|0|диссервис dell
453|Через 10 минут обычного использования произошёл сбой системы охлаждения, и компьютер не мог продолжить работу из-за этой ошибки.|системы охлаждения|negative|0|система охлаждение
454|Вам не придётся тратить кучу денег на неэффективную антивирусную программу, которую нужно обновлять каждый месяц и которая постоянно опустошает ваш кошелёк.|антивирусная программа|negative|0|антивирусная программа
455|Через 2 месяца сел аккумулятор.|аккумулятор|negative|0|аккумулятор
456|Клавиши расположены в странных местах, и она слишком большая для своего дизайна.|клавиши|negative|0|клавиша
457|Клавиши расположены в странных местах, и она слишком большая для своего дизайна.|дизайн|negative|0|дизайн
458|И не говоря уже о том, что через несколько месяцев использования батарея будет держать заряд всё хуже, пока вы не сможете оставить его без розетки более чем на 5 минут без выключения.|аккумулятор|negative|0|аккумулятор
459|Он постоянно зависает во время использования, и приходится постоянно по нему стучать, чтобы он работал.|использование|negative|0|использование
460|Он постоянно зависает во время использования, и приходится постоянно по нему стучать, чтобы он работал.|работа|negative|0|работа
461|Жаль, что у него нет веб-камеры, тогда бы он был идеальным!|веб-камера|negative|0|веб камера
462|Один недостаток — хотелось бы, чтобы клавиши были с подсветкой.|клавиши|negative|0|клавиша
463|Жаль, что громкость не громче, а мышь сломалась уже через месяц.|громкость|negative|0|громкость
464|Жаль, что громкость не громче, а мышь сломалась уже через месяц.|мышь|negative|0|мышь
